,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
33,Asset Management - Global Equities - Data Science - Analyst/Associate,J.P. Morgan,New York,NY,US,en,"New York, NY",JPMorgan Chase,"Sat, 11 Jan 2020 05:40:56 GMT","A demonstrable practical interest in <b>data</b> <b>science</b> (Kaggle, GitHub etc). The Equity <b>Data</b> <b>Science</b> team is a recently formed function within Global Equities.",http://www.indeed.com/viewjob?jk=47d953e57db3c3c2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",47d953e57db3c3c2,False,False,False,"New York, NY 10172",10 hours ago,
34,Data Analytics Desktop Tools Developer,Teksouth Corporation,Redstone Arsenal,AL,US,en,"Redstone Arsenal, AL",Teksouth Corporation,"Sat, 11 Jan 2020 06:06:49 GMT",Convert all <b>data</b> sources to interface/link with Microsoft Access and/or Excel. Identify possible <b>data</b> sources to integrate using current and past legacy systems…,http://www.indeed.com/viewjob?jk=563a4dbcd4750b8e&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",563a4dbcd4750b8e,False,False,False,"Redstone Arsenal, AL",10 hours ago,
35,Data Integration Developer III,Kum & Go,Des Moines,IA,US,en,"Des Moines, IA",Kum & Go,"Sat, 11 Jan 2020 09:41:15 GMT","Ensure <b>data</b> quality, and <b>data</b> throughout all the <b>data</b> lake Tiers. We're looking for someone with strong knowledge of integration tools, <b>data</b> warehousing, data…",http://www.indeed.com/viewjob?jk=059442a953b65954&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",059442a953b65954,False,False,False,"Des Moines, IA",6 hours ago,
36,Principal Data Analyst,FM Global,Johnston,RI,US,en,"Johnston, RI",FM Global,"Sat, 11 Jan 2020 08:10:57 GMT","Working knowledge of <b>data</b> architectures, <b>data</b> normalization and <b>data</b> classification. Knowledge of Analytics, BI, <b>Data</b> <b>Science</b> is a plus.",http://www.indeed.com/viewjob?jk=3ad6571b80b8d9a3&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",3ad6571b80b8d9a3,False,False,False,"Johnston, RI",8 hours ago,
37,Big Data Engineer,American Express,New York,NY,US,en,"New York, NY",American Express,"Sat, 11 Jan 2020 10:16:57 GMT","Bachelor’s Degree in computer <b>science</b>, computer <b>science</b> engineering, or related experience required; Write components in Big <b>Data</b> with Spark, Hive, HBASE, Data…",http://www.indeed.com/viewjob?jk=22db6ac848c1ab11&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",22db6ac848c1ab11,False,False,False,"New York, NY",6 hours ago,
38,Data Coordinator II,Fred Hutchinson Cancer Research Center,Seattle,WA,US,en,"Seattle, WA",Fred Hutchinson Cancer Research Center,"Sat, 11 Jan 2020 04:38:19 GMT","Performs routine audits to ensure quality and completeness of the <b>data</b> submitted, identifies missing <b>data</b> and corrects deficiencies.",http://www.indeed.com/viewjob?jk=53b2285597f336c2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",53b2285597f336c2,False,False,False,"Seattle, WA",11 hours ago,
39,DATA ANALYST V,Global Connections to Employment,Seaside,CA,US,en,"Seaside, CA",Global Connections to Employment,"Sat, 11 Jan 2020 07:35:19 GMT","<b>Data</b> Analyst IV Performs business and <b>data</b> requirements gathering and <b>data</b> analysis tasks. 10+ years in <b>data</b> analysis. PL/SQL, SQL, SAS, R, Python, Java.",http://www.indeed.com/viewjob?jk=bf83c4e70e61111a&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",bf83c4e70e61111a,False,False,False,"Seaside, CA 93955",9 hours ago,
40,CCB-Risk-Fraud Machine Learning Data Science Modeler - VIce President,JPMorgan Chase & Co.,New York,NY,US,en,"New York, NY",JPMorgan Chase,"Sat, 11 Jan 2020 05:40:57 GMT","CCB- Risk-Fraud- Machine Learning <b>Data</b> <b>Scientist</b> Modeler-VP. Proven ability to coordinate the work of a <b>data</b> <b>science</b> team with their technology, business and…",http://www.indeed.com/viewjob?jk=f95e631304e6e932&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",f95e631304e6e932,False,False,False,"New York, NY 10001",10 hours ago,
41,Data Supervisor – Full Time,Dallas Arboretum,Dallas,TX,US,en,"Dallas, TX",Dallas Arboretum,"Sat, 11 Jan 2020 10:30:13 GMT",Three + years of previous 3rd party application support experience including use of <b>data</b> reporting / <b>data</b> visualization tools. Perform other duties as required.,http://www.indeed.com/viewjob?jk=fd4fa883f0efbf35&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",fd4fa883f0efbf35,False,False,True,"Dallas, TX 75218",6 hours ago,
42,Data Architect,Genesys,Indianapolis,IN,US,en,"Indianapolis, IN",GENESYS,"Sat, 11 Jan 2020 06:20:55 GMT","Recommend and develop environment for <b>data</b> <b>scientists</b>. Provide thought leadership role in the areas of advanced <b>data</b> techniques, including <b>data</b> modeling, data…",http://www.indeed.com/viewjob?jk=2969c27c0d3eb16f&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",2969c27c0d3eb16f,False,False,False,"Indianapolis, IN",10 hours ago,
43,Data Architect,Altocloud,Indianapolis,IN,US,en,"Indianapolis, IN",Altocloud,"Sat, 11 Jan 2020 05:19:58 GMT","Recommend and develop environment for <b>data</b> <b>scientists</b>. Provide thought leadership role in the areas of advanced <b>data</b> techniques, including <b>data</b> modeling, data…",http://www.indeed.com/viewjob?jk=477eaf9904052fe3&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",477eaf9904052fe3,False,False,False,"Indianapolis, IN",11 hours ago,
44,"Data Engineer, Woot!",Woot Services LLC,Seattle,WA,US,en,"Seattle, WA",Amazon.com,"Sat, 11 Jan 2020 07:55:48 GMT","This person will build new business intelligence solutions as an owner end-to-end, at the same time, collaborate with <b>data</b> engineers and <b>data</b> <b>scientists</b> to…",http://www.indeed.com/viewjob?jk=fbcebd46b702fc08&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",fbcebd46b702fc08,False,False,False,"Seattle, WA",8 hours ago,
45,SAP Analyst / Data Steward,PerkinElmer,Shelton,CT,US,en,"Shelton, CT",PerkinElmer,"Sat, 11 Jan 2020 09:10:56 GMT","Business analysis, <b>data</b> analysis, <b>data</b> modeling, <b>data</b> development, <b>data</b> quality and <b>data</b> stewardship. Deep knowledge of <b>Data</b> Governance, <b>data</b> management and…",http://www.indeed.com/viewjob?jk=91675c2d971c1c9d&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",91675c2d971c1c9d,False,False,False,"Shelton, CT 06484",7 hours ago,
46,Enterprise Data Steward,Arvest,Lowell,AR,US,en,"Lowell, AR",Arvest,"Sat, 11 Jan 2020 10:16:04 GMT","7 years of professional experience in <b>data</b> management, <b>data</b> governance, <b>data</b> management frameworks, metadata/master <b>data</b> management, <b>data</b> quality, policy…",http://www.indeed.com/viewjob?jk=942d7a79a18896b2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",942d7a79a18896b2,False,False,False,"Lowell, AR 72745",6 hours ago,
47,[1916] - Sr. Data Analyst/Statistician - VA NCA,Aptive,Alexandria,VA,US,en,"Alexandria, VA",Aptive,"Sat, 11 Jan 2020 07:45:32 GMT","<b>Data</b> Analyst will lead efforts to build a robust <b>data</b> strategy, and will maintain and improve <b>data</b> management activities across programs.",http://www.indeed.com/viewjob?jk=9817a7d51cb7f014&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",9817a7d51cb7f014,False,False,True,"Alexandria, VA",8 hours ago,
48,"Director, Pharmacy Analytics and Data Aggregator",LEO Pharma Inc.,Madison,NJ,US,en,"Madison, NJ",LEO Pharma Inc.,"Sat, 11 Jan 2020 06:18:25 GMT","Advanced degree in <b>data</b> <b>science</b>, marketing analytics or business analytics is preferred. Thought partner responsible for integrating external aggregated…",http://www.indeed.com/viewjob?jk=ec409e31ed731f3f&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",ec409e31ed731f3f,False,False,False,"Madison, NJ 07940",10 hours ago,
49,"Sr. Manager, Payments Machine Learning and Data Science",Amazon.com Services LLC,Seattle,WA,US,en,"Seattle, WA",Amazon.com,"Sat, 11 Jan 2020 07:57:07 GMT","IDEAS, Insights <b>Data</b> Engineering And <b>Science</b>, is our analytics team of <b>data</b> <b>scientists</b>, BIEs, business analysts and <b>data</b> engineers.",http://www.indeed.com/viewjob?jk=2b105f00c35abc48&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBZf3W79kkmJfAXSRehMVSiQ&indpubnum=3622741264518966&atk=1duandner31k6001,"indeed_clk(this,'2859');",2b105f00c35abc48,False,False,False,"Seattle, WA",8 hours ago,
50,Senior Engineer Big Data,American Express,New York,NY,US,en,"New York, NY",American Express,"Sat, 11 Jan 2020 10:16:57 GMT","Experience in Batch and Streaming <b>data</b> pipelines. Knowledge of large scale, <b>data</b> processing, de duplication, scoring, validations. Don’t live life without it.",http://www.indeed.com/viewjob?jk=f4ea9866f0d09ef9&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",f4ea9866f0d09ef9,False,False,False,"New York, NY",6 hours ago,
51,Amazon Web Services- Big Data Solutions and Development Engineering - Redshift,Amazon.com Services LLC,East Palo Alto,CA,US,en,"East Palo Alto, CA",Amazon.com,"Sat, 11 Jan 2020 07:54:15 GMT",Experience with large-scale <b>data</b> analytics and <b>data</b> warehousing. Masters in Computer <b>Science</b> or Engineering. Masters or PhD in Computer <b>Science</b>.,http://www.indeed.com/viewjob?jk=6e9a9641190cbf38&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",6e9a9641190cbf38,False,False,False,"East Palo Alto, CA",8 hours ago,
52,Business Intelligence Engineer- Alexa Data Services,Amazon.com Services LLC,Seattle,WA,US,en,"Seattle, WA",Amazon.com,"Sat, 11 Jan 2020 07:54:12 GMT","The candidate will work with Alexa Machine Learning <b>scientists</b> to identify, extract, transform Alexa <b>data</b> from internal tools and pipe this <b>data</b> for Ground…",http://www.indeed.com/viewjob?jk=3e695a7eff5de052&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",3e695a7eff5de052,False,False,False,"Seattle, WA",8 hours ago,
53,Data Services Software Engineer,JPMorgan Chase,Chicago,IL,US,en,"Chicago, IL",JPMorgan Chase,"Sat, 11 Jan 2020 05:41:06 GMT",Design standard <b>data</b> service and APIs across complex Commercial Bank <b>data</b> landscape. Define low latency solutions to support real-time <b>data</b> integration with…,http://www.indeed.com/viewjob?jk=58f5234d31d3df44&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",58f5234d31d3df44,False,False,False,"Chicago, IL 60603",10 hours ago,
54,"Senior Software Engineer, Data",Blizzard Entertainment,Irvine,CA,US,en,"Irvine, CA",Blizzard Entertainment,"Sat, 11 Jan 2020 06:15:58 GMT","<b>Data</b> enrichment, aggregation, and replication practices. SQL, navigating cardinality and <b>data</b> structures. MPP Database Solutions, <b>Data</b> Warehousing Technologies.",http://www.indeed.com/viewjob?jk=abb335db06db3b0e&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",abb335db06db3b0e,False,False,False,"Irvine, CA",10 hours ago,
55,Project Manager and Data Analyst Lead - Funds Technology,CITI,Tampa,FL,US,en,"Tampa, FL",Citi,"Sat, 11 Jan 2020 05:21:39 GMT","Interest in machine learning and <b>data</b> <b>science</b>, or any previous experience in this area. Project Manager and <b>Data</b> Analyst Lead - Funds Technology.",http://www.indeed.com/viewjob?jk=3fb38009b78021c7&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",3fb38009b78021c7,False,False,False,"Tampa, FL",11 hours ago,
56,Data Scientist,kWh Analytics,San Francisco,CA,US,en,"San Francisco, CA",Indeed,"Fri, 10 Jan 2020 23:58:23 GMT","As a <b>Data</b> <b>Scientist</b> at kWh Analytics you’ll have the opportunity to work at the forefront of innovation in an emerging industry, with an experienced, mission…",http://www.indeed.com/viewjob?jk=51ec2dd6416f6e4f&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",51ec2dd6416f6e4f,False,False,True,"San Francisco, CA 94105",16 hours ago,
57,Data Scientist,Agari,Raleigh,NC,US,en,"Raleigh, NC",Agari,"Sat, 11 Jan 2020 02:38:17 GMT",-------------------------------------------- Brent Sleeper -------------------------------------------…,http://www.indeed.com/viewjob?jk=f8b45ae5cd577062&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",f8b45ae5cd577062,False,False,True,"Raleigh, NC",13 hours ago,
58,Data Scientist,"TechINT Solutions Group, LLC",Reston,VA,US,en,"Reston, VA","TechINT Solutions Group, LLC","Sat, 11 Jan 2020 00:07:27 GMT","10 years of experience leading and delivering business solutions that rely on <b>data</b> <b>science</b>, <b>data</b> warehousing, or Business Intelligence. Must be a US citizen.",http://www.indeed.com/viewjob?jk=d5b054491e184b67&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",d5b054491e184b67,False,False,True,"Reston, VA",16 hours ago,
59,Data Scientist,The Aerospace Corporation,Chantilly,VA,US,en,"Chantilly, VA",The Aerospace Corporation,"Fri, 10 Jan 2020 22:37:44 GMT","Advanced degree in <b>data</b> <b>science</b>, mathematics, statistics, computer <b>science</b>, physical <b>science</b> or engineering. Database, Scientific, Engineer, <b>Scientist</b>, Security…",http://www.indeed.com/viewjob?jk=6a450a7cb39ae084&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",6a450a7cb39ae084,False,False,False,"Chantilly, VA 20151",17 hours ago,
60,Data Scientist,Ancomarel,New York,NY,US,en,"New York, NY",ANCOMAR ELECTRICISTAS SL,"Sat, 11 Jan 2020 03:07:04 GMT",Proven experience as a <b>Data</b> <b>Scientist</b> or <b>Data</b> Analyst. Present information using <b>data</b> visualization techniques. Combine models through ensemble modeling.,http://www.indeed.com/viewjob?jk=ade69ca797f35bf8&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",ade69ca797f35bf8,False,False,False,"New York, NY",13 hours ago,
61,Data Scientist,LAUNCHTECH,Buffalo,NY,US,en,"Buffalo, NY",launchTECH,"Fri, 10 Jan 2020 22:42:20 GMT",We're seeking an experienced <b>Data</b> <b>Scientist</b> to join our team. Preferred experience using statistical software packages (such as R or SAS) and <b>data</b> visualization…,http://www.indeed.com/viewjob?jk=e36ba3662c60f5f9&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",e36ba3662c60f5f9,False,False,True,"Buffalo, NY 14214",17 hours ago,
62,Data Scientist 1,Schrödinger,Portland,OR,US,en,"Portland, OR",Schrodinger,"Sat, 11 Jan 2020 04:01:56 GMT","Gleaning, cleaning, and preparing <b>data</b> sets; Process confidential <b>data</b> and information according to guidelines; For an overview of our pipeline, go to this.",http://www.indeed.com/viewjob?jk=145be3be0ffe09ee&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",145be3be0ffe09ee,False,False,True,"Portland, OR 97204",12 hours ago,
63,Data Scientist,Varen Technologies,Reston,VA,US,en,"Reston, VA",Varen Technologies,"Sat, 11 Jan 2020 00:26:22 GMT","Sync across functional teams, ensuring <b>data</b> <b>science</b> is supporting mission-focused analytic teams and work with rapid prototyping teams on site to deploy new…",http://www.indeed.com/viewjob?jk=026f34c3e25a1fc3&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",026f34c3e25a1fc3,False,False,False,"Reston, VA",16 hours ago,
64,Data Scientist Intern,Asurion,Nashville,TN,US,en,"Nashville, TN",Asurion,"Sat, 11 Jan 2020 01:33:29 GMT",Continuous learning and tailored on-the-job training in <b>Data</b> <b>Science</b>. Your internship with the <b>Data</b> <b>Science</b> team will be a deep dive into real-world <b>data</b> and…,http://www.indeed.com/viewjob?jk=effd6a437e86b3a2&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",effd6a437e86b3a2,False,False,False,"Nashville, TN 37214",15 hours ago,
65,Federal - Data Scientist,Accenture,Reston,VA,US,en,"Reston, VA",Accenture,"Sat, 11 Jan 2020 02:11:56 GMT",Develop custom <b>data</b> models and algorithms to apply to <b>data</b> sets. Experience using Python to manipulate <b>data</b> and draw insights from large <b>data</b> sets.,http://www.indeed.com/viewjob?jk=55eefa977c9afeb1&qd=k09hdTEgY1fymxHYUFcMJdyxstXvaeFDt1e8R0qAkfBswMBAGIPe1x3O-R4vtBBb8pkDrlOi-KyA31r2XCp1PGvACSbcX8Zh6ERGsYtAgzHx8UQ9i_ooOvutXHXEV_suLnuhuey4P6FWSL3Jet1MBfRv-rWYpFGfqD7h7FUa3IQ&indpubnum=3622741264518966&atk=1duandnjuh70g800,"indeed_clk(this,'3021');",55eefa977c9afeb1,False,False,False,"Reston, VA 20190",14 hours ago,
